Id,PostId,CreationDate,UserId
234,51,2011-12-01 00:00:00.000,1102
235,6,2011-12-01 00:00:00.000,1620
236,7,2011-12-01 00:00:00.000,1328
237,19,2011-12-01 00:00:00.000,755
238,22,2011-12-01 00:00:00.000,1413
239,49,2011-12-01 00:00:00.000,1583
240,56,2011-12-01 00:00:00.000,1308
241,54,2011-12-01 00:00:00.000,558
242,13,2011-12-01 00:00:00.000,1064
243,50,2011-12-01 00:00:00.000,753
244,35,2011-12-01 00:00:00.000,1122
245,36,2011-12-01 00:00:00.000,531
246,37,2011-12-01 00:00:00.000,1118
247,5,2011-12-01 00:00:00.000,272
249,6,2011-12-01 00:00:00.000,1143
251,50,2011-12-01 00:00:00.000,314
252,59,2011-12-01 00:00:00.000,650
253,35,2011-12-01 00:00:00.000,1492
254,57,2011-12-01 00:00:00.000,900
255,31,2011-12-01 00:00:00.000,308
256,62,2011-12-01 00:00:00.000,745
257,48,2011-12-01 00:00:00.000,1662
258,35,2011-12-01 00:00:00.000,608
259,63,2011-12-01 00:00:00.000,901
260,64,2011-12-01 00:00:00.000,296
261,60,2011-12-01 00:00:00.000,420
262,60,2011-12-01 00:00:00.000,860
263,4,2011-12-01 00:00:00.000,1074
264,11,2011-12-01 00:00:00.000,1077
265,66,2011-12-01 00:00:00.000,97
266,66,2011-12-01 00:00:00.000,962
267,35,2011-12-01 00:00:00.000,1302
269,65,2011-12-01 00:00:00.000,1705
270,67,2011-12-01 00:00:00.000,399
271,66,2011-12-01 00:00:00.000,9
272,62,2011-12-01 00:00:00.000,575
273,60,2011-12-01 00:00:00.000,572
275,66,2011-12-01 00:00:00.000,682
276,60,2011-12-01 00:00:00.000,1364
277,28,2011-12-01 00:00:00.000,127
278,31,2011-12-01 00:00:00.000,34
279,52,2011-12-01 00:00:00.000,1132
280,60,2011-12-01 00:00:00.000,971
281,66,2011-12-01 00:00:00.000,507
283,67,2011-12-01 00:00:00.000,143
284,58,2011-12-01 00:00:00.000,217
286,67,2011-12-01 00:00:00.000,1321
287,70,2011-12-01 00:00:00.000,85
288,66,2011-12-01 00:00:00.000,1215
289,60,2011-12-01 00:00:00.000,487
292,63,2011-12-01 00:00:00.000,93
295,67,2011-12-01 00:00:00.000,1023
296,60,2011-12-01 00:00:00.000,702
297,66,2011-12-01 00:00:00.000,1169
298,62,2011-12-01 00:00:00.000,1333
299,45,2011-12-01 00:00:00.000,588
300,5,2011-12-01 00:00:00.000,1289
301,57,2011-12-01 00:00:00.000,442
302,57,2011-12-01 00:00:00.000,1575
303,11,2011-12-01 00:00:00.000,200
304,32,2011-12-01 00:00:00.000,633
305,35,2011-12-01 00:00:00.000,11
306,36,2011-12-01 00:00:00.000,1769
307,37,2011-12-01 00:00:00.000,737
309,75,2011-12-01 00:00:00.000,1009
310,65,2011-12-01 00:00:00.000,1053
311,13,2011-12-01 00:00:00.000,665
312,58,2011-12-01 00:00:00.000,1090
313,2,2011-12-01 00:00:00.000,19
314,48,2011-12-01 00:00:00.000,1036
315,50,2011-12-01 00:00:00.000,255
316,20,2011-12-01 00:00:00.000,231
318,12,2011-12-01 00:00:00.000,372
319,17,2011-12-01 00:00:00.000,203
320,68,2011-12-01 00:00:00.000,596
321,3,2011-12-01 00:00:00.000,179
323,18,2011-12-01 00:00:00.000,1749
324,49,2011-12-01 00:00:00.000,1797
325,56,2011-12-01 00:00:00.000,1459
326,39,2011-12-01 00:00:00.000,1735
327,42,2011-12-01 00:00:00.000,1166
328,9,2011-12-01 00:00:00.000,1577
329,9,2011-12-01 00:00:00.000,1662
330,77,2011-12-01 00:00:00.000,889
331,5,2011-12-01 00:00:00.000,1247
332,78,2011-12-01 00:00:00.000,1136
333,70,2011-12-01 00:00:00.000,260
337,72,2011-12-01 00:00:00.000,1445
338,77,2011-12-01 00:00:00.000,408
339,9,2011-12-01 00:00:00.000,1041
340,79,2011-12-01 00:00:00.000,231
341,68,2011-12-01 00:00:00.000,1024
343,66,2011-12-01 00:00:00.000,1062
345,67,2011-12-01 00:00:00.000,455
346,61,2011-12-01 00:00:00.000,296
347,79,2011-12-01 00:00:00.000,535
348,81,2011-12-01 00:00:00.000,1769
350,1,2011-12-01 00:00:00.000,1201
351,59,2011-12-01 00:00:00.000,674
352,38,2011-12-01 00:00:00.000,256
353,38,2011-12-01 00:00:00.000,117
354,81,2011-12-01 00:00:00.000,12
355,11,2011-12-01 00:00:00.000,274
356,67,2011-12-01 00:00:00.000,1128
357,61,2011-12-01 00:00:00.000,998
358,77,2011-12-01 00:00:00.000,238
359,60,2011-12-01 00:00:00.000,1417
360,66,2011-12-01 00:00:00.000,91
361,49,2011-12-01 00:00:00.000,785
362,56,2011-12-01 00:00:00.000,1641
363,47,2011-12-01 00:00:00.000,86
364,68,2011-12-01 00:00:00.000,242
365,48,2011-12-01 00:00:00.000,13
366,83,2011-12-01 00:00:00.000,1661
367,13,2011-12-01 00:00:00.000,1588
368,59,2011-12-01 00:00:00.000,1081
369,83,2011-12-01 00:00:00.000,470
370,83,2011-12-01 00:00:00.000,1335
372,71,2011-12-01 00:00:00.000,1437
374,66,2011-12-01 00:00:00.000,112
375,60,2011-12-01 00:00:00.000,1286
376,84,2011-12-01 00:00:00.000,197
378,71,2011-12-01 00:00:00.000,648
379,85,2011-12-01 00:00:00.000,799
380,84,2011-12-01 00:00:00.000,9
381,86,2011-12-01 00:00:00.000,730
383,86,2011-12-01 00:00:00.000,513
384,84,2011-12-01 00:00:00.000,1729
385,70,2011-12-01 00:00:00.000,486
386,86,2011-12-01 00:00:00.000,7
387,87,2011-12-01 00:00:00.000,1331
388,68,2011-12-01 00:00:00.000,606
389,58,2011-12-01 00:00:00.000,225
390,86,2011-12-01 00:00:00.000,57
391,84,2011-12-01 00:00:00.000,1505
393,70,2011-12-01 00:00:00.000,1056
394,86,2011-12-01 00:00:00.000,280
395,91,2011-12-01 00:00:00.000,1449
396,91,2011-12-01 00:00:00.000,674
397,91,2011-12-01 00:00:00.000,1073
398,92,2011-12-01 00:00:00.000,513
399,90,2011-12-01 00:00:00.000,212
401,57,2011-12-01 00:00:00.000,1190
402,86,2011-12-01 00:00:00.000,307
403,91,2011-12-01 00:00:00.000,1076
404,95,2011-12-01 00:00:00.000,1758
405,65,2011-12-01 00:00:00.000,320
407,95,2011-12-01 00:00:00.000,1079
408,90,2011-12-01 00:00:00.000,303
409,88,2011-12-01 00:00:00.000,1486
410,65,2011-12-01 00:00:00.000,340
412,63,2011-12-01 00:00:00.000,191
413,64,2011-12-01 00:00:00.000,595
414,90,2011-12-01 00:00:00.000,1680
415,86,2011-12-01 00:00:00.000,616
416,91,2011-12-01 00:00:00.000,17
417,97,2011-12-01 00:00:00.000,18
418,77,2011-12-01 00:00:00.000,1167
419,81,2011-12-01 00:00:00.000,1164
420,65,2011-12-01 00:00:00.000,944
421,91,2011-12-01 00:00:00.000,1177
422,90,2011-12-01 00:00:00.000,173
424,53,2011-12-01 00:00:00.000,277
425,88,2011-12-01 00:00:00.000,786
426,71,2011-12-01 00:00:00.000,1337
427,81,2011-12-01 00:00:00.000,1582
428,98,2011-12-01 00:00:00.000,1227
429,86,2011-12-01 00:00:00.000,660
430,91,2011-12-01 00:00:00.000,81
431,71,2011-12-01 00:00:00.000,1586
432,79,2011-12-01 00:00:00.000,1208
433,92,2011-12-01 00:00:00.000,720
434,75,2011-12-01 00:00:00.000,855
435,89,2011-12-01 00:00:00.000,949
436,70,2011-12-01 00:00:00.000,1299
437,77,2011-12-01 00:00:00.000,952
438,70,2011-12-01 00:00:00.000,207
439,70,2011-12-01 00:00:00.000,1433
440,77,2011-12-01 00:00:00.000,723
441,72,2011-12-01 00:00:00.000,292
442,97,2011-12-01 00:00:00.000,1201
443,96,2011-12-01 00:00:00.000,766
445,66,2011-12-01 00:00:00.000,430
446,60,2011-12-01 00:00:00.000,621
447,81,2011-12-01 00:00:00.000,1702
448,76,2011-12-01 00:00:00.000,1311
449,12,2011-12-01 00:00:00.000,834
450,61,2011-12-01 00:00:00.000,1357
451,67,2011-12-01 00:00:00.000,1756
452,63,2011-12-01 00:00:00.000,1176
454,63,2011-12-01 00:00:00.000,46
455,64,2011-12-01 00:00:00.000,1558
456,59,2011-12-01 00:00:00.000,56
457,13,2011-12-01 00:00:00.000,1110
458,58,2011-12-01 00:00:00.000,1754
459,57,2011-12-01 00:00:00.000,1687
460,5,2011-12-01 00:00:00.000,418
461,48,2011-12-01 00:00:00.000,1000
462,50,2011-12-01 00:00:00.000,800
463,46,2011-12-01 00:00:00.000,1303
464,96,2011-12-01 00:00:00.000,997
465,70,2011-12-01 00:00:00.000,603
466,88,2011-12-01 00:00:00.000,1338
468,4,2011-12-01 00:00:00.000,1094
469,99,2011-12-01 00:00:00.000,298
470,45,2011-12-01 00:00:00.000,346
471,100,2011-12-01 00:00:00.000,566
473,95,2011-12-01 00:00:00.000,64
475,63,2011-12-01 00:00:00.000,1396
477,66,2011-12-01 00:00:00.000,695
478,105,2011-12-01 00:00:00.000,154
480,105,2011-12-01 00:00:00.000,1568
481,105,2011-12-01 00:00:00.000,417
482,101,2011-12-01 00:00:00.000,671
483,99,2011-12-01 00:00:00.000,267
484,102,2011-12-01 00:00:00.000,1780
485,98,2011-12-01 00:00:00.000,1763
488,89,2011-12-01 00:00:00.000,1198
490,87,2011-12-01 00:00:00.000,920
491,32,2011-12-01 00:00:00.000,1538
492,83,2011-12-01 00:00:00.000,1242
493,78,2011-12-01 00:00:00.000,194
494,80,2011-12-01 00:00:00.000,48
496,77,2011-12-01 00:00:00.000,1768
498,72,2011-12-01 00:00:00.000,1577
499,96,2011-12-01 00:00:00.000,807
500,63,2011-12-01 00:00:00.000,590
501,64,2011-12-01 00:00:00.000,1647
502,61,2011-12-01 00:00:00.000,1036
503,82,2011-12-01 00:00:00.000,453
504,59,2011-12-01 00:00:00.000,455
506,55,2011-12-01 00:00:00.000,174
507,54,2011-12-01 00:00:00.000,330
508,53,2011-12-01 00:00:00.000,245
509,51,2011-12-01 00:00:00.000,533
510,39,2011-12-01 00:00:00.000,552
511,85,2011-12-01 00:00:00.000,859
512,99,2011-12-01 00:00:00.000,118
513,105,2011-12-01 00:00:00.000,613
514,105,2011-12-01 00:00:00.000,272
515,70,2011-12-01 00:00:00.000,1181
517,70,2011-12-01 00:00:00.000,1056
519,72,2011-12-01 00:00:00.000,1264
520,97,2011-12-01 00:00:00.000,585
522,66,2011-12-01 00:00:00.000,299
523,84,2011-12-01 00:00:00.000,1195
524,86,2011-12-01 00:00:00.000,1445
525,35,2011-12-01 00:00:00.000,7
527,108,2011-12-01 00:00:00.000,736
528,108,2011-12-01 00:00:00.000,367
529,60,2011-12-01 00:00:00.000,1476
533,98,2011-12-01 00:00:00.000,1503
534,70,2011-12-01 00:00:00.000,1058
535,90,2011-12-01 00:00:00.000,591
536,55,2011-12-01 00:00:00.000,507
537,31,2011-12-01 00:00:00.000,928
538,34,2011-12-01 00:00:00.000,1069
539,106,2011-12-01 00:00:00.000,1195
540,4,2011-12-01 00:00:00.000,30
541,45,2011-12-01 00:00:00.000,1486
542,82,2011-12-01 00:00:00.000,1132
543,11,2011-12-01 00:00:00.000,546
544,81,2011-12-01 00:00:00.000,1632
545,12,2011-12-01 00:00:00.000,769
546,68,2011-12-01 00:00:00.000,919
547,61,2011-12-01 00:00:00.000,726
548,13,2011-12-01 00:00:00.000,702
549,58,2011-12-01 00:00:00.000,1291
551,54,2011-12-01 00:00:00.000,1424
553,53,2011-12-01 00:00:00.000,133
554,96,2011-12-01 00:00:00.000,436
555,90,2011-12-01 00:00:00.000,593
556,95,2011-12-01 00:00:00.000,342
557,42,2011-12-01 00:00:00.000,986
558,39,2011-12-01 00:00:00.000,509
559,42,2011-12-01 00:00:00.000,1455
560,53,2011-12-01 00:00:00.000,631
561,116,2011-12-01 00:00:00.000,1655
562,96,2011-12-01 00:00:00.000,108
564,57,2011-12-01 00:00:00.000,61
566,90,2011-12-01 00:00:00.000,284
567,117,2011-12-01 00:00:00.000,385
568,121,2011-12-01 00:00:00.000,1373
569,87,2011-12-01 00:00:00.000,662
570,108,2011-12-01 00:00:00.000,329
571,87,2011-12-01 00:00:00.000,1609
572,122,2011-12-01 00:00:00.000,183
573,50,2011-12-01 00:00:00.000,672
574,48,2011-12-01 00:00:00.000,210
575,67,2011-12-01 00:00:00.000,1321
577,118,2011-12-01 00:00:00.000,1426
578,123,2011-12-01 00:00:00.000,783
579,121,2011-12-01 00:00:00.000,1603
580,106,2011-12-01 00:00:00.000,1470
581,101,2011-12-01 00:00:00.000,931
582,98,2011-12-01 00:00:00.000,980
583,109,2011-12-01 00:00:00.000,1659
584,118,2011-12-01 00:00:00.000,1046
585,8,2011-12-01 00:00:00.000,1689
586,93,2011-12-01 00:00:00.000,926
587,94,2011-12-01 00:00:00.000,575
588,73,2011-12-01 00:00:00.000,680
589,74,2011-12-01 00:00:00.000,1059
590,124,2011-12-01 00:00:00.000,1721
591,124,2011-12-01 00:00:00.000,396
592,125,2011-12-01 00:00:00.000,1272
594,63,2011-12-01 00:00:00.000,1364
595,47,2011-12-01 00:00:00.000,494
596,123,2011-12-01 00:00:00.000,271
597,26,2011-12-01 00:00:00.000,901
598,63,2011-12-01 00:00:00.000,127
599,106,2011-12-01 00:00:00.000,1289
600,63,2011-12-01 00:00:00.000,487
601,81,2011-12-01 00:00:00.000,375
602,124,2011-12-01 00:00:00.000,1646
603,32,2011-12-01 00:00:00.000,1792
604,45,2011-12-01 00:00:00.000,156
605,26,2011-12-01 00:00:00.000,229
607,3,2011-12-01 00:00:00.000,14
608,1,2011-12-01 00:00:00.000,1107
609,2,2011-12-01 00:00:00.000,340
610,64,2011-12-01 00:00:00.000,1064
611,16,2011-12-01 00:00:00.000,528
612,47,2011-12-01 00:00:00.000,151
613,25,2011-12-01 00:00:00.000,568
615,47,2011-12-01 00:00:00.000,1288
616,117,2011-12-01 00:00:00.000,568
617,84,2011-12-01 00:00:00.000,1305
618,87,2011-12-01 00:00:00.000,760
620,64,2011-12-01 00:00:00.000,538
621,63,2011-12-01 00:00:00.000,534
622,123,2011-12-01 00:00:00.000,1464
624,36,2011-12-01 00:00:00.000,517
625,59,2011-12-01 00:00:00.000,1562
626,49,2011-12-01 00:00:00.000,263
627,56,2011-12-01 00:00:00.000,818
628,128,2011-12-01 00:00:00.000,1295
629,128,2011-12-01 00:00:00.000,1601
630,128,2011-12-01 00:00:00.000,1335
631,129,2011-12-01 00:00:00.000,1095
632,57,2011-12-01 00:00:00.000,816
633,5,2011-12-01 00:00:00.000,1602
638,130,2011-12-01 00:00:00.000,17
639,123,2011-12-02 00:00:00.000,157
640,128,2011-12-02 00:00:00.000,1062
641,130,2011-12-02 00:00:00.000,612
642,58,2011-12-02 00:00:00.000,427
643,13,2011-12-02 00:00:00.000,1036
644,66,2011-12-02 00:00:00.000,1507
645,127,2011-12-02 00:00:00.000,282
646,62,2011-12-02 00:00:00.000,349
647,68,2011-12-02 00:00:00.000,681
648,124,2011-12-02 00:00:00.000,604
649,60,2011-12-02 00:00:00.000,300
650,98,2011-12-02 00:00:00.000,1083
651,58,2011-12-02 00:00:00.000,1549
652,13,2011-12-02 00:00:00.000,750
653,59,2011-12-02 00:00:00.000,519
654,130,2011-12-02 00:00:00.000,117
655,124,2011-12-02 00:00:00.000,1552
656,130,2011-12-02 00:00:00.000,1189
657,131,2011-12-02 00:00:00.000,707
659,116,2011-12-02 00:00:00.000,1060
660,117,2011-12-02 00:00:00.000,254
661,132,2011-12-02 00:00:00.000,720
664,78,2011-12-02 00:00:00.000,1642
665,133,2011-12-02 00:00:00.000,1187
666,64,2011-12-02 00:00:00.000,266
667,130,2011-12-02 00:00:00.000,527
668,58,2011-12-02 00:00:00.000,823
670,133,2011-12-02 00:00:00.000,1120
671,135,2011-12-02 00:00:00.000,1660
673,135,2011-12-02 00:00:00.000,909
674,124,2011-12-02 00:00:00.000,959
675,130,2011-12-02 00:00:00.000,152
676,132,2011-12-02 00:00:00.000,405
678,118,2011-12-02 00:00:00.000,707
679,131,2011-12-02 00:00:00.000,1362
680,133,2011-12-02 00:00:00.000,979
681,117,2011-12-02 00:00:00.000,1218
684,38,2011-12-02 00:00:00.000,1064
685,130,2011-12-02 00:00:00.000,575
686,130,2011-12-02 00:00:00.000,270
687,132,2011-12-02 00:00:00.000,1334
688,124,2011-12-02 00:00:00.000,353
689,124,2011-12-02 00:00:00.000,1446
690,59,2011-12-02 00:00:00.000,1482
692,123,2011-12-02 00:00:00.000,1470
693,133,2011-12-02 00:00:00.000,901
694,130,2011-12-02 00:00:00.000,487
696,124,2011-12-02 00:00:00.000,1022
698,128,2011-12-02 00:00:00.000,559
699,121,2011-12-02 00:00:00.000,1229
700,116,2011-12-02 00:00:00.000,869
701,131,2011-12-02 00:00:00.000,1040
702,131,2011-12-02 00:00:00.000,416
703,124,2011-12-02 00:00:00.000,764
705,118,2011-12-02 00:00:00.000,824
706,129,2011-12-02 00:00:00.000,838
707,122,2011-12-02 00:00:00.000,557
708,117,2011-12-02 00:00:00.000,36
709,122,2011-12-02 00:00:00.000,528
710,130,2011-12-02 00:00:00.000,270
711,132,2011-12-02 00:00:00.000,1006
714,101,2011-12-02 00:00:00.000,1189
715,143,2011-12-02 00:00:00.000,1733
716,133,2011-12-02 00:00:00.000,88
717,64,2011-12-02 00:00:00.000,165
718,63,2011-12-02 00:00:00.000,1353
720,135,2011-12-02 00:00:00.000,1268
721,127,2011-12-02 00:00:00.000,1046
722,145,2011-12-02 00:00:00.000,1440
723,145,2011-12-02 00:00:00.000,139
726,138,2011-12-02 00:00:00.000,485
727,145,2011-12-02 00:00:00.000,385
728,131,2011-12-02 00:00:00.000,594
729,130,2011-12-02 00:00:00.000,1278
730,133,2011-12-02 00:00:00.000,1304
731,9,2011-12-02 00:00:00.000,3
732,146,2011-12-02 00:00:00.000,1133
733,137,2011-12-02 00:00:00.000,1092
734,57,2011-12-02 00:00:00.000,1725
735,145,2011-12-02 00:00:00.000,580
736,53,2011-12-02 00:00:00.000,1696
737,142,2011-12-02 00:00:00.000,266
738,135,2011-12-02 00:00:00.000,871
739,133,2011-12-02 00:00:00.000,928
740,138,2011-12-02 00:00:00.000,901
741,124,2011-12-02 00:00:00.000,203
743,128,2011-12-02 00:00:00.000,1779
744,132,2011-12-02 00:00:00.000,350
745,59,2011-12-02 00:00:00.000,143
746,147,2011-12-02 00:00:00.000,39
747,137,2011-12-02 00:00:00.000,1307
748,145,2011-12-02 00:00:00.000,369
749,143,2011-12-02 00:00:00.000,18
750,142,2011-12-02 00:00:00.000,894
751,131,2011-12-02 00:00:00.000,1728
753,120,2011-12-02 00:00:00.000,1585
754,133,2011-12-02 00:00:00.000,1145
755,133,2011-12-02 00:00:00.000,396
756,130,2011-12-02 00:00:00.000,554
757,148,2011-12-02 00:00:00.000,1124
758,151,2011-12-02 00:00:00.000,1039
759,144,2011-12-02 00:00:00.000,1004
760,129,2011-12-02 00:00:00.000,1789
765,133,2011-12-02 00:00:00.000,444
766,141,2011-12-02 00:00:00.000,936
767,149,2011-12-02 00:00:00.000,1497
768,124,2011-12-02 00:00:00.000,723
770,151,2011-12-02 00:00:00.000,330
771,131,2011-12-02 00:00:00.000,1612
772,128,2011-12-02 00:00:00.000,1779
773,123,2011-12-02 00:00:00.000,438
774,122,2011-12-02 00:00:00.000,831
775,134,2011-12-02 00:00:00.000,480
776,153,2011-12-02 00:00:00.000,625
777,152,2011-12-02 00:00:00.000,460
778,137,2011-12-02 00:00:00.000,393
781,116,2011-12-02 00:00:00.000,592
782,130,2011-12-02 00:00:00.000,1245
